priority,pair_id,english_page,spanish_page,page_name,placement,current_asset,requested_filename,shot_brief_en,shot_brief_es,recommended_dimensions,crop_guidance,delivery_format,target_web_weight,rights_requirement,status
High,CAT013,/experiences/coffee-farms-choco-andino/,/es/experiencias/fincas-de-cafe-choco-andino/,Coffee Farm Experiences in the Chocó Andino,hero,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat013-hero.jpg,Ripe red coffee cherries growing on a branch,Cerezas rojas maduras de café creciendo en una rama,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT013,/experiences/coffee-farms-choco-andino/,/es/experiencias/fincas-de-cafe-choco-andino/,Coffee Farm Experiences in the Chocó Andino,content_card,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat013-card-01.jpg,Red coffee cherries at different stages of ripeness,Cerezas rojas de café en diferentes etapas de madurez,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT013,/experiences/coffee-farms-choco-andino/,/es/experiencias/fincas-de-cafe-choco-andino/,Coffee Farm Experiences in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat013-card-02.jpg,Rural forest setting representing post-harvest coffee work,Entorno rural boscoso que representa el trabajo de poscosecha,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT013,/experiences/coffee-farms-choco-andino/,/es/experiencias/fincas-de-cafe-choco-andino/,Coffee Farm Experiences in the Chocó Andino,content_card,/assets/cta_park_page_03.jpg,assets/images/pages/replacements/cat013-card-03.jpg,Mountain landscape connected to the wider coffee-producing region,Paisaje montañoso conectado con la región productora de café,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT014,/food-and-culture-choco-andino/,/es/gastronomia-y-cultura-choco-andino/,Food and Culture of the Chocó Andino,hero,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat014-hero.jpg,Open cacao pod with beans and white pulp on a wooden surface,Mazorca abierta con semillas y pulpa blanca sobre una superficie de madera,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT014,/food-and-culture-choco-andino/,/es/gastronomia-y-cultura-choco-andino/,Food and Culture of the Chocó Andino,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat014-card-01.jpg,Fresh cacao pod opened to reveal the beans,Mazorca fresca abierta para mostrar las semillas de cacao,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT014,/food-and-culture-choco-andino/,/es/gastronomia-y-cultura-choco-andino/,Food and Culture of the Chocó Andino,content_card,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat014-card-02.jpg,Coffee cherries growing among glossy green leaves,Cerezas de café creciendo entre hojas verdes brillantes,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT014,/food-and-culture-choco-andino/,/es/gastronomia-y-cultura-choco-andino/,Food and Culture of the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat014-card-03.jpg,A local setting suitable for a hosted meal or food conversation,Espacio local apropiado para una comida y conversación con anfitriones,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT014,/food-and-culture-choco-andino/,/es/gastronomia-y-cultura-choco-andino/,Food and Culture of the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-hero.jpg,assets/images/pages/replacements/cat014-card-04.jpg,Rural community landscape in the Chocó Andino,Paisaje comunitario rural del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT014,/food-and-culture-choco-andino/,/es/gastronomia-y-cultura-choco-andino/,Food and Culture of the Chocó Andino,content_card,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat014-card-05.jpg,Forested mountains surrounding productive landscapes in the Chocó Andino,Montañas boscosas alrededor de paisajes productivos del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT014,/food-and-culture-choco-andino/,/es/gastronomia-y-cultura-choco-andino/,Food and Culture of the Chocó Andino,content_card,/assets/cta_park_page_03.jpg,assets/images/pages/replacements/cat014-card-06.jpg,Regional road and mountain scenery in the Chocó Andino,Vía regional y montañas del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT015,/community-tourism-choco-andino/,/es/turismo-comunitario-choco-andino/,Community Tourism in the Chocó Andino,hero,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat015-hero.jpg,Rural road lined with palms under a broad sky in the Chocó Andino,Camino rural rodeado de palmas bajo el cielo del Chocó Andino,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT015,/community-tourism-choco-andino/,/es/turismo-comunitario-choco-andino/,Community Tourism in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat015-card-01.jpg,Rural access road through a productive landscape,Camino rural que atraviesa un paisaje productivo,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT015,/community-tourism-choco-andino/,/es/turismo-comunitario-choco-andino/,Community Tourism in the Chocó Andino,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat015-card-02.jpg,Cacao beans being handled during a production process,Granos de cacao manipulados durante un proceso productivo,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT015,/community-tourism-choco-andino/,/es/turismo-comunitario-choco-andino/,Community Tourism in the Chocó Andino,content_card,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat015-card-03.jpg,Forested mountains and rural landscapes across the Chocó Andino,Montañas boscosas y paisajes rurales del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT015,/community-tourism-choco-andino/,/es/turismo-comunitario-choco-andino/,Community Tourism in the Chocó Andino,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat015-card-04.jpg,Open cacao pod representing locally explained food production,Mazorca de cacao abierta como ejemplo de producción local explicada,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT015,/community-tourism-choco-andino/,/es/turismo-comunitario-choco-andino/,Community Tourism in the Chocó Andino,content_card,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat015-card-05.jpg,Coffee cherries growing on a farm in a green landscape,Cerezas de café creciendo en una finca de paisaje verde,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT015,/community-tourism-choco-andino/,/es/turismo-comunitario-choco-andino/,Community Tourism in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat015-card-06.jpg,Clouds moving across forested mountains in the Chocó Andino,Nubes entre montañas boscosas del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT016,/responsible-travel-choco-andino/,/es/viaje-responsable-choco-andino/,Responsible Travel in the Chocó Andino,hero,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat016-hero.jpg,Forested mountain slopes and mist across the Chocó Andino,Laderas montañosas boscosas y neblina en el Chocó Andino,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT016,/responsible-travel-choco-andino/,/es/viaje-responsable-choco-andino/,Responsible Travel in the Chocó Andino,content_card,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat016-card-01.jpg,Wide forested territory of the Chocó Andino,Territorio boscoso amplio del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT016,/responsible-travel-choco-andino/,/es/viaje-responsable-choco-andino/,Responsible Travel in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat016-card-02.jpg,Rural road passing through a palm-filled landscape,Camino rural que atraviesa un paisaje con palmas,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT016,/responsible-travel-choco-andino/,/es/viaje-responsable-choco-andino/,Responsible Travel in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat016-card-03.jpg,Binoculars resting beside a forest viewpoint,Binoculares junto a un mirador de bosque,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
High,CAT016,/responsible-travel-choco-andino/,/es/viaje-responsable-choco-andino/,Responsible Travel in the Chocó Andino,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat016-card-04.jpg,Cacao processing as part of a working local enterprise,Proceso de cacao dentro de un emprendimiento productivo,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT016,/responsible-travel-choco-andino/,/es/viaje-responsable-choco-andino/,Responsible Travel in the Chocó Andino,content_card,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat016-card-05.jpg,Coffee cherries growing within a productive landscape,Cerezas de café dentro de un paisaje productivo,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
High,CAT016,/responsible-travel-choco-andino/,/es/viaje-responsable-choco-andino/,Responsible Travel in the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat016-card-06.jpg,Clouds moving through a forested mountain landscape,Nubes desplazándose entre montañas boscosas,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT017,/yumbo-culture-choco-andino/,/es/cultura-yumbo-choco-andino/,Yumbo Culture and the Chocó Andino,hero,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat017-hero.jpg,Rural road lined with palms through the mountain landscape of northwestern Pichincha,Camino rural rodeado de palmas en el paisaje montañoso del noroccidente de Pichincha,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT017,/yumbo-culture-choco-andino/,/es/cultura-yumbo-choco-andino/,Yumbo Culture and the Chocó Andino,content_card,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat017-card-01.jpg,Forested slopes and valleys of northwestern Pichincha,Laderas boscosas y valles del noroccidente de Pichincha,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT017,/yumbo-culture-choco-andino/,/es/cultura-yumbo-choco-andino/,Yumbo Culture and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat017-card-02.jpg,Narrow rural route recalling movement through the western slopes,Camino rural angosto que recuerda el movimiento por las laderas occidentales,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT017,/yumbo-culture-choco-andino/,/es/cultura-yumbo-choco-andino/,Yumbo Culture and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat017-card-03.jpg,Clouds across a mountain landscape containing archaeological sites,Nubes sobre un paisaje montañoso que contiene sitios arqueológicos,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT017,/yumbo-culture-choco-andino/,/es/cultura-yumbo-choco-andino/,Yumbo Culture and the Chocó Andino,content_card,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat017-card-04.jpg,Cultivated plants within a productive landscape,Plantas cultivadas dentro de un paisaje productivo,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT017,/yumbo-culture-choco-andino/,/es/cultura-yumbo-choco-andino/,Yumbo Culture and the Chocó Andino,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat017-card-05.jpg,Cacao pod representing the need to distinguish past and present crops,Mazorca de cacao como recordatorio de distinguir cultivos pasados y presentes,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT017,/yumbo-culture-choco-andino/,/es/cultura-yumbo-choco-andino/,Yumbo Culture and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat017-card-06.jpg,Binoculars on a table overlooking a forested landscape,Binoculares sobre una mesa frente a un paisaje boscoso,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT018,/tulipe-archaeological-site/,/es/sitio-arqueologico-tulipe/,Tulipe Archaeological Site Visitor Guide,hero,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat018-hero.jpg,Rural mountain route through northwestern Pichincha near Tulipe,Ruta rural de montaña por el noroccidente de Pichincha cerca de Tulipe,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT018,/tulipe-archaeological-site/,/es/sitio-arqueologico-tulipe/,Tulipe Archaeological Site Visitor Guide,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat018-card-01.jpg,Cloud-covered slopes in the Chocó Andino landscape,Laderas cubiertas de nubes en el paisaje del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT018,/tulipe-archaeological-site/,/es/sitio-arqueologico-tulipe/,Tulipe Archaeological Site Visitor Guide,content_card,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat018-card-02.jpg,Forested terrain representative of northwestern Pichincha,Terreno boscoso representativo del noroccidente de Pichincha,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT018,/tulipe-archaeological-site/,/es/sitio-arqueologico-tulipe/,Tulipe Archaeological Site Visitor Guide,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat018-card-03.jpg,Rural path recalling movement through steep regional terrain,Camino rural que recuerda el movimiento por el terreno empinado de la región,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT018,/tulipe-archaeological-site/,/es/sitio-arqueologico-tulipe/,Tulipe Archaeological Site Visitor Guide,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat018-card-04.jpg,Hands working with a regional agricultural product,Manos trabajando con un producto agrícola regional,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT018,/tulipe-archaeological-site/,/es/sitio-arqueologico-tulipe/,Tulipe Archaeological Site Visitor Guide,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat018-card-05.jpg,View across the forested landscape of the Chocó Andino,Vista sobre el paisaje boscoso del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT018,/tulipe-archaeological-site/,/es/sitio-arqueologico-tulipe/,Tulipe Archaeological Site Visitor Guide,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat018-card-06.jpg,Regional cacao representing a possible contemporary producer stop,Cacao regional como ejemplo de una posible parada productiva actual,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,hero,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat019-hero.jpg,Cloud forest landscape in the wider Chocó Andino around Yunguilla,Paisaje de bosque nublado del Chocó Andino alrededor de Yunguilla,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/placeholders/placeholder-tour.jpg,assets/images/pages/replacements/cat019-card-01.jpg,Rural road through the mountain landscape of northwestern Pichincha,Camino rural por el paisaje montañoso del noroccidente de Pichincha,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat019-card-02.jpg,Hands demonstrating a regional productive process,Manos mostrando un proceso productivo regional,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat019-card-03.jpg,Cultivated fruit representing local food and agricultural knowledge,Frutos cultivados que representan gastronomía y conocimiento agrícola local,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat019-card-04.jpg,Cloud forest slopes surrounding rural communities,Laderas de bosque nublado alrededor de comunidades rurales,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/placeholders/placeholder-gallery.jpg,assets/images/pages/replacements/cat019-card-05.jpg,View over a forested valley in the Chocó Andino,Vista sobre un valle boscoso del Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT019,/yunguilla-community-tourism/,/es/turismo-comunitario-yunguilla/,Yunguilla Community Tourism Guide,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat019-card-06.jpg,Regional crop representing a possible host-led learning activity,Cultivo regional que representa una posible actividad dirigida por anfitriones,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT020,/pacto-choco-andino-guide/,/es/guia-pacto-choco-andino/,Pacto and the Chocó Andino,hero,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat020-hero.jpg,Cacao pod representing productive landscapes in the Pacto area,Mazorca de cacao que representa los paisajes productivos del sector de Pacto,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT020,/pacto-choco-andino-guide/,/es/guia-pacto-choco-andino/,Pacto and the Chocó Andino,content_card,/assets/images/pages/home/cacao-processing.jpg,assets/images/pages/replacements/cat020-card-01.jpg,Cacao beans drying during a productive process,Granos de cacao secándose durante un proceso productivo,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT020,/pacto-choco-andino-guide/,/es/guia-pacto-choco-andino/,Pacto and the Chocó Andino,content_card,/assets/images/pages/home/cacao-pod.jpg,assets/images/pages/replacements/cat020-card-02.jpg,Cacao fruit growing in a productive landscape,Fruto de cacao creciendo en un paisaje productivo,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT020,/pacto-choco-andino-guide/,/es/guia-pacto-choco-andino/,Pacto and the Chocó Andino,content_card,/assets/images/pages/placeholders/placeholder-clouds.jpg,assets/images/pages/replacements/cat020-card-03.jpg,Clouds moving through the western mountain landscape,Nubes moviéndose por el paisaje montañoso occidental,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_now_placeholder
Medium,CAT020,/pacto-choco-andino-guide/,/es/guia-pacto-choco-andino/,Pacto and the Chocó Andino,content_card,/assets/cta_park_page_03.jpg,assets/images/pages/replacements/cat020-card-04.jpg,Water moving through a forested landscape,Agua moviéndose por un paisaje boscoso,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT020,/pacto-choco-andino-guide/,/es/guia-pacto-choco-andino/,Pacto and the Chocó Andino,content_card,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat020-card-05.jpg,Cultivated fruit representing regional agriculture and food,Frutos cultivados que representan agricultura y gastronomía regional,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT020,/pacto-choco-andino-guide/,/es/guia-pacto-choco-andino/,Pacto and the Chocó Andino,content_card,/assets/cat_park_page_02.jpg,assets/images/pages/replacements/cat020-card-06.jpg,Forested ridges in the wider Chocó Andino,Cordilleras boscosas del amplio Chocó Andino,1600x900 minimum,16:9 landscape; keep subject away from edges,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",250 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
Medium,CAT021,/nanegalito-choco-andino-guide/,/es/guia-nanegalito-choco-andino/,Nanegalito and the Chocó Andino,hero,/assets/images/pages/home/coffee-cherries.jpg,assets/images/pages/replacements/cat021-hero.jpg,Coffee cherries representing productive landscapes around Nanegalito,Cerezas de café que representan los paisajes productivos alrededor de Nanegalito,1800x1350 minimum,4:3 source; keep subject inside center square safe area,"High-quality JPG, TIFF or PNG original; site copy will be optimized to WebP",400 KB or less,Owned or licensed for commercial web use; identifiable people require permission,replace_for_unique_page_imagery
