pair_id,review_order,build_phase,priority,decision,page_type,topic_cluster,cluster_role,language,page_path,page_url,counterpart_path,counterpart_url,canonical_url,hreflang_en_url,hreflang_es_url,hreflang_x_default_url,page_name,title_tag,meta_description,h1,primary_keyword,counterpart_primary_keyword,secondary_keywords,search_intent,audience_segment,funnel_stage,content_goal,conversion_goal,product_codes,product_truth_status,primary_cta,secondary_cta,required_internal_links,sister_site_target,schema_types,css_cluster,analytics_page_type,analytics_events,primary_entity,supporting_entities,answer_first_question,faq_topics,geo_entities,image_direction,source_basis,cannibalization_guard,content_min_words,content_max_words,sitemap_include,sitemap_priority,sitemap_changefreq,indexability,build_status,human_review_required,qa_requirements,implementation_notes
CAT012,12,phase_1,High,create,experience_page,cacao_chocolate,commercial,en,/experiences/cacao-chocolate-choco-andino/,https://chocoandinotours.com/experiences/cacao-chocolate-choco-andino/,/es/experiencias/cacao-y-chocolate-choco-andino/,https://chocoandinotours.com/es/experiencias/cacao-y-chocolate-choco-andino/,https://chocoandinotours.com/experiences/cacao-chocolate-choco-andino/,https://chocoandinotours.com/experiences/cacao-chocolate-choco-andino/,https://chocoandinotours.com/es/experiencias/cacao-y-chocolate-choco-andino/,https://chocoandinotours.com/experiences/cacao-chocolate-choco-andino/,Cacao and Chocolate Experiences in the Chocó Andino,Cacao and Chocolate in the Chocó Andino | Tours,"Explore cacao farms, artisanal chocolate and tasting experiences in the Chocó Andino, with availability and exact inclusions confirmed before booking.",Cacao and Chocolate Experiences in the Chocó Andino,Chocó Andino cacao tour,tour de cacao Chocó Andino,Ecuador cacao tour | artisanal chocolate | cacao farm visit,commercial,culture_food_travelers,bottom,Answer the core planning question for Cacao and Chocolate Experiences in the Chocó Andino and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,active_category_provider_mapping_required,Plan a cacao experience,Ask what is available,/experiences/ | /food-and-culture-choco-andino/ | /local-farms-and-producers-choco-andino/ | /book-tour/,,Service | FAQPage | WebPage | BreadcrumbList,guide,experience_page,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Cacao and Chocolate Experiences in the Chocó Andino,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Cacao and Chocolate Experiences in the Chocó Andino?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",MBW GSC chocolate demand; staff catalog; Quito Turismo cacao evidence,Own regional producer and cultural intent; cross-link rather than copy the single Mindo activity page.,900,1450,yes,0.8,monthly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Own the regional cacao story; cross-link the Mindo single-stop chocolate page without duplicating it.
CAT012,12,phase_1,High,create,experience_page,cacao_chocolate,commercial,es,/es/experiencias/cacao-y-chocolate-choco-andino/,https://chocoandinotours.com/es/experiencias/cacao-y-chocolate-choco-andino/,/experiences/cacao-chocolate-choco-andino/,https://chocoandinotours.com/experiences/cacao-chocolate-choco-andino/,https://chocoandinotours.com/es/experiencias/cacao-y-chocolate-choco-andino/,https://chocoandinotours.com/experiences/cacao-chocolate-choco-andino/,https://chocoandinotours.com/es/experiencias/cacao-y-chocolate-choco-andino/,https://chocoandinotours.com/experiences/cacao-chocolate-choco-andino/,Experiencias de Cacao y Chocolate en el Chocó Andino,Cacao y Chocolate en el Chocó Andino | Tours,"Explora fincas de cacao, chocolate artesanal y experiencias de degustación, con disponibilidad e inclusiones confirmadas antes de reservar.",Experiencias de Cacao y Chocolate en el Chocó Andino,tour de cacao Chocó Andino,Chocó Andino cacao tour,tour de cacao Ecuador | chocolate artesanal | visita a finca de cacao,commercial,culture_food_travelers,bottom,Responder la pregunta principal sobre Experiencias de Cacao y Chocolate en el Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,active_category_provider_mapping_required,Planificar una experiencia de cacao,Consultar disponibilidad,/es/experiencias/ | /es/gastronomia-y-cultura-choco-andino/ | /es/fincas-y-productores-choco-andino/ | /es/reservar-tour/,,Service | FAQPage | WebPage | BreadcrumbList,guide,experience_page,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Experiencias de Cacao y Chocolate en el Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Experiencias de Cacao y Chocolate en el Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",MBW GSC chocolate demand; staff catalog; Quito Turismo cacao evidence,Cubrir intención regional y cultural; enlazar sin copiar la página de actividad de Mindo.,900,1450,yes,0.8,monthly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Own the regional cacao story; cross-link the Mindo single-stop chocolate page without duplicating it.
CAT013,13,phase_1,High,create,experience_page,coffee,commercial,en,/experiences/coffee-farms-choco-andino/,https://chocoandinotours.com/experiences/coffee-farms-choco-andino/,/es/experiencias/fincas-de-cafe-choco-andino/,https://chocoandinotours.com/es/experiencias/fincas-de-cafe-choco-andino/,https://chocoandinotours.com/experiences/coffee-farms-choco-andino/,https://chocoandinotours.com/experiences/coffee-farms-choco-andino/,https://chocoandinotours.com/es/experiencias/fincas-de-cafe-choco-andino/,https://chocoandinotours.com/experiences/coffee-farms-choco-andino/,Coffee Farm Experiences in the Chocó Andino,Coffee Farm Experiences in the Chocó Andino | Ecuador,"Visit coffee producers and learn about cultivation, roasting and tasting in the Chocó Andino, subject to current farm access and availability.",Coffee Farm Experiences in the Chocó Andino,Chocó Andino coffee tour,tour de café Chocó Andino,Ecuador coffee tour | coffee farm visit | coffee tasting,commercial,culture_food_travelers,bottom,Answer the core planning question for Coffee Farm Experiences in the Chocó Andino and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,active_category_provider_mapping_required,Plan a coffee visit,Ask what is available,/experiences/ | /food-and-culture-choco-andino/ | /local-farms-and-producers-choco-andino/ | /book-tour/,,Service | FAQPage | WebPage | BreadcrumbList,guide,experience_page,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Coffee Farm Experiences in the Chocó Andino,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Coffee Farm Experiences in the Chocó Andino?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",MBW GSC coffee demand; staff catalog; Quito Turismo coffee evidence,Own regional producer and cultural intent; cross-link rather than copy the single Mindo activity page.,900,1450,yes,0.8,monthly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Confirm farms, schedules, access and permission before naming providers."
CAT013,13,phase_1,High,create,experience_page,coffee,commercial,es,/es/experiencias/fincas-de-cafe-choco-andino/,https://chocoandinotours.com/es/experiencias/fincas-de-cafe-choco-andino/,/experiences/coffee-farms-choco-andino/,https://chocoandinotours.com/experiences/coffee-farms-choco-andino/,https://chocoandinotours.com/es/experiencias/fincas-de-cafe-choco-andino/,https://chocoandinotours.com/experiences/coffee-farms-choco-andino/,https://chocoandinotours.com/es/experiencias/fincas-de-cafe-choco-andino/,https://chocoandinotours.com/experiences/coffee-farms-choco-andino/,Experiencias en Fincas de Café del Chocó Andino,Fincas de Café del Chocó Andino | Experiencias,"Visita productores de café y conoce el cultivo, tostado y degustación, sujeto al acceso y disponibilidad actual de cada finca.",Experiencias en Fincas de Café del Chocó Andino,tour de café Chocó Andino,Chocó Andino coffee tour,tour de café Ecuador | finca de café | degustación de café,commercial,culture_food_travelers,bottom,Responder la pregunta principal sobre Experiencias en Fincas de Café del Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,active_category_provider_mapping_required,Planificar una visita de café,Consultar disponibilidad,/es/experiencias/ | /es/gastronomia-y-cultura-choco-andino/ | /es/fincas-y-productores-choco-andino/ | /es/reservar-tour/,,Service | FAQPage | WebPage | BreadcrumbList,guide,experience_page,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Experiencias en Fincas de Café del Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Experiencias en Fincas de Café del Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",MBW GSC coffee demand; staff catalog; Quito Turismo coffee evidence,Cubrir intención regional y cultural; enlazar sin copiar la página de actividad de Mindo.,900,1450,yes,0.8,monthly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"Confirm farms, schedules, access and permission before naming providers."
CAT014,14,phase_2,Medium,create,experience_hub,food_culture,support,en,/food-and-culture-choco-andino/,https://chocoandinotours.com/food-and-culture-choco-andino/,/es/gastronomia-y-cultura-choco-andino/,https://chocoandinotours.com/es/gastronomia-y-cultura-choco-andino/,https://chocoandinotours.com/food-and-culture-choco-andino/,https://chocoandinotours.com/food-and-culture-choco-andino/,https://chocoandinotours.com/es/gastronomia-y-cultura-choco-andino/,https://chocoandinotours.com/food-and-culture-choco-andino/,Food and Culture of the Chocó Andino,Food and Culture of the Chocó Andino | Local Guide,"Explore local food, agricultural traditions, cacao, coffee and community stories that shape travel through the Chocó Andino.",Food and Culture of the Chocó Andino,Chocó Andino food and culture,gastronomía Chocó Andino,Chocó Andino Ecuador | northwest Quito | local guided experience,informational_commercial,culture_food_travelers,middle,Answer the core planning question for Food and Culture of the Chocó Andino and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,mixed_active_needs_mapping,Explore food experiences,Plan a cultural route,/experiences/cacao-chocolate-choco-andino/ | /experiences/coffee-farms-choco-andino/ | /community-tourism-choco-andino/,,CollectionPage | ItemList | WebPage | BreadcrumbList,guide,experience_hub,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Food and Culture of the Chocó Andino,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Food and Culture of the Chocó Andino?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.","Quito Turismo culture, agriculture and gastronomy evidence",Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,1100,1700,yes,0.6,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Use verified local dishes and producer stories only after interviews or source review.
CAT014,14,phase_2,Medium,create,experience_hub,food_culture,support,es,/es/gastronomia-y-cultura-choco-andino/,https://chocoandinotours.com/es/gastronomia-y-cultura-choco-andino/,/food-and-culture-choco-andino/,https://chocoandinotours.com/food-and-culture-choco-andino/,https://chocoandinotours.com/es/gastronomia-y-cultura-choco-andino/,https://chocoandinotours.com/food-and-culture-choco-andino/,https://chocoandinotours.com/es/gastronomia-y-cultura-choco-andino/,https://chocoandinotours.com/food-and-culture-choco-andino/,Gastronomía y Cultura del Chocó Andino,Gastronomía y Cultura del Chocó Andino | Guía Local,"Explora gastronomía local, tradiciones agrícolas, cacao, café e historias comunitarias que dan forma a los viajes por el Chocó Andino.",Gastronomía y Cultura del Chocó Andino,gastronomía Chocó Andino,Chocó Andino food and culture,Chocó Andino Ecuador | noroccidente de Quito | experiencia guiada local,informational_commercial,culture_food_travelers,middle,Responder la pregunta principal sobre Gastronomía y Cultura del Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,mixed_active_needs_mapping,Explorar experiencias gastronómicas,Planificar una ruta cultural,/es/experiencias/cacao-y-chocolate-choco-andino/ | /es/experiencias/fincas-de-cafe-choco-andino/ | /es/turismo-comunitario-choco-andino/,,CollectionPage | ItemList | WebPage | BreadcrumbList,guide,experience_hub,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Gastronomía y Cultura del Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Gastronomía y Cultura del Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.","Quito Turismo culture, agriculture and gastronomy evidence",Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,1100,1700,yes,0.6,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Use verified local dishes and producer stories only after interviews or source review.
CAT015,15,phase_1,High,create,experience_hub,community_tourism,pillar,en,/community-tourism-choco-andino/,https://chocoandinotours.com/community-tourism-choco-andino/,/es/turismo-comunitario-choco-andino/,https://chocoandinotours.com/es/turismo-comunitario-choco-andino/,https://chocoandinotours.com/community-tourism-choco-andino/,https://chocoandinotours.com/community-tourism-choco-andino/,https://chocoandinotours.com/es/turismo-comunitario-choco-andino/,https://chocoandinotours.com/community-tourism-choco-andino/,Community Tourism in the Chocó Andino,Community Tourism in the Chocó Andino | Ecuador,Learn how to plan respectful community-based visits in Yunguilla and the wider Chocó Andino with local participation and confirmed arrangements.,Community Tourism in the Chocó Andino,community tourism Chocó Andino,turismo comunitario Chocó Andino,community based tourism Ecuador | rural tourism near Quito,informational_commercial,responsible_travelers,middle,Answer the core planning question for Community Tourism in the Chocó Andino and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,partnerships_require_confirmation,Explore community visits,Request a responsible route,/yunguilla-community-tourism/ | /responsible-travel-choco-andino/ | /book-tour/,,CollectionPage | ItemList | WebPage | BreadcrumbList,hub,experience_hub,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Community Tourism in the Chocó Andino,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Community Tourism in the Chocó Andino?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",Quito Turismo responsible-tourism and Yunguilla evidence,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,1100,1700,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"No community, homestay or revenue-benefit claims without written confirmation."
CAT015,15,phase_1,High,create,experience_hub,community_tourism,pillar,es,/es/turismo-comunitario-choco-andino/,https://chocoandinotours.com/es/turismo-comunitario-choco-andino/,/community-tourism-choco-andino/,https://chocoandinotours.com/community-tourism-choco-andino/,https://chocoandinotours.com/es/turismo-comunitario-choco-andino/,https://chocoandinotours.com/community-tourism-choco-andino/,https://chocoandinotours.com/es/turismo-comunitario-choco-andino/,https://chocoandinotours.com/community-tourism-choco-andino/,Turismo Comunitario en el Chocó Andino,Turismo Comunitario en el Chocó Andino | Ecuador,Conoce cómo planificar visitas respetuosas en Yunguilla y el Chocó Andino con participación local y arreglos confirmados.,Turismo Comunitario en el Chocó Andino,turismo comunitario Chocó Andino,community tourism Chocó Andino,turismo comunitario Ecuador | turismo rural cerca de Quito,informational_commercial,responsible_travelers,middle,Responder la pregunta principal sobre Turismo Comunitario en el Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,partnerships_require_confirmation,Explorar visitas comunitarias,Solicitar una ruta responsable,/es/turismo-comunitario-yunguilla/ | /es/viaje-responsable-choco-andino/ | /es/reservar-tour/,,CollectionPage | ItemList | WebPage | BreadcrumbList,hub,experience_hub,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Turismo Comunitario en el Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Turismo Comunitario en el Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",Quito Turismo responsible-tourism and Yunguilla evidence,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,1100,1700,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,"No community, homestay or revenue-benefit claims without written confirmation."
CAT016,16,phase_1,High,create,responsible_travel_guide,conservation,support,en,/responsible-travel-choco-andino/,https://chocoandinotours.com/responsible-travel-choco-andino/,/es/viaje-responsable-choco-andino/,https://chocoandinotours.com/es/viaje-responsable-choco-andino/,https://chocoandinotours.com/responsible-travel-choco-andino/,https://chocoandinotours.com/responsible-travel-choco-andino/,https://chocoandinotours.com/es/viaje-responsable-choco-andino/,https://chocoandinotours.com/responsible-travel-choco-andino/,Responsible Travel in the Chocó Andino,Responsible Travel in the Chocó Andino | Visitor Guide,"Use practical guidance to reduce impact, respect communities and support conservation while visiting the Chocó Andino Biosphere Reserve.",Responsible Travel in the Chocó Andino,responsible travel Chocó Andino,viaje responsable Chocó Andino,Chocó Andino Ecuador | northwest Quito | local guided experience,informational,responsible_travelers,top_middle,Answer the core planning question for Responsible Travel in the Chocó Andino and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,not_applicable,Read visitor guidance,Plan responsibly,/choco-andino-biosphere-reserve/ | /community-tourism-choco-andino/ | /local-farms-and-producers-choco-andino/,,Article | FAQPage | WebPage | BreadcrumbList,guide,responsible_travel_guide,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Responsible Travel in the Chocó Andino,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Responsible Travel in the Chocó Andino?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",UNESCO biosphere framework; Quito Turismo responsible-tourism evidence,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,900,1450,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Avoid unsupported sustainability certifications or guaranteed benefit claims.
CAT016,16,phase_1,High,create,responsible_travel_guide,conservation,support,es,/es/viaje-responsable-choco-andino/,https://chocoandinotours.com/es/viaje-responsable-choco-andino/,/responsible-travel-choco-andino/,https://chocoandinotours.com/responsible-travel-choco-andino/,https://chocoandinotours.com/es/viaje-responsable-choco-andino/,https://chocoandinotours.com/responsible-travel-choco-andino/,https://chocoandinotours.com/es/viaje-responsable-choco-andino/,https://chocoandinotours.com/responsible-travel-choco-andino/,Viaje Responsable en el Chocó Andino,Viaje Responsable en el Chocó Andino | Guía,"Sigue recomendaciones prácticas para reducir impactos, respetar comunidades y apoyar la conservación al visitar la Reserva de Biósfera.",Viaje Responsable en el Chocó Andino,viaje responsable Chocó Andino,responsible travel Chocó Andino,Chocó Andino Ecuador | noroccidente de Quito | experiencia guiada local,informational,responsible_travelers,top_middle,Responder la pregunta principal sobre Viaje Responsable en el Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,not_applicable,Leer recomendaciones,Planificar responsablemente,/es/reserva-de-biosfera-choco-andino/ | /es/turismo-comunitario-choco-andino/ | /es/fincas-y-productores-choco-andino/,,Article | FAQPage | WebPage | BreadcrumbList,guide,responsible_travel_guide,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Viaje Responsable en el Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Viaje Responsable en el Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",UNESCO biosphere framework; Quito Turismo responsible-tourism evidence,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,900,1450,yes,0.8,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Avoid unsupported sustainability certifications or guaranteed benefit claims.
CAT017,17,phase_2,Medium,create,cultural_guide,yumbo_culture,support,en,/yumbo-culture-choco-andino/,https://chocoandinotours.com/yumbo-culture-choco-andino/,/es/cultura-yumbo-choco-andino/,https://chocoandinotours.com/es/cultura-yumbo-choco-andino/,https://chocoandinotours.com/yumbo-culture-choco-andino/,https://chocoandinotours.com/yumbo-culture-choco-andino/,https://chocoandinotours.com/es/cultura-yumbo-choco-andino/,https://chocoandinotours.com/yumbo-culture-choco-andino/,Yumbo Culture and the Chocó Andino,Yumbo Culture and the Chocó Andino | History Guide,"Learn about the Yumbo people, regional exchange routes and archaeological context before visiting Tulipe and the Chocó Andino.",Yumbo Culture and the Chocó Andino,Yumbo culture Ecuador,cultura Yumbo Ecuador,Chocó Andino Ecuador | northwest Quito | local guided experience,informational,independent_travelers_couples_families_small_groups,top_middle,Answer the core planning question for Yumbo Culture and the Chocó Andino and move the visitor to the correct next decision.,"Qualified tour request, WhatsApp conversation or intentional sister-site handoff",TBD_CAT_PRODUCT_MAP,not_applicable,Learn the regional history,Plan a cultural visit,/tulipe-archaeological-site/ | /food-and-culture-choco-andino/ | /tours/,,Article | FAQPage | WebPage | BreadcrumbList,guide,cultural_guide,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Yumbo Culture and the Chocó Andino,Chocó Andino de Pichincha Biosphere Reserve | Pichincha | Ecuador,What should a traveler know before choosing Yumbo Culture and the Chocó Andino?,What is this experience or place? | Who is it best for? | How long should I allow? | What must be confirmed before visiting?,Chocó Andino de Pichincha | northwest Quito | Pichincha | Ecuador,"Authentic regional landscape, producer, community or cultural image with permission; avoid generic stock and wildlife promises.",UNESCO socioeconomic profile; Quito Turismo Tulipe evidence,Keep the page centered on the wider Chocó Andino; link narrow Mindo activity and specialist birding intent to sister sites.,900,1450,yes,0.6,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Require careful source citation and expert review for historical claims.
CAT017,17,phase_2,Medium,create,cultural_guide,yumbo_culture,support,es,/es/cultura-yumbo-choco-andino/,https://chocoandinotours.com/es/cultura-yumbo-choco-andino/,/yumbo-culture-choco-andino/,https://chocoandinotours.com/yumbo-culture-choco-andino/,https://chocoandinotours.com/es/cultura-yumbo-choco-andino/,https://chocoandinotours.com/yumbo-culture-choco-andino/,https://chocoandinotours.com/es/cultura-yumbo-choco-andino/,https://chocoandinotours.com/yumbo-culture-choco-andino/,Cultura Yumbo y el Chocó Andino,Cultura Yumbo y el Chocó Andino | Guía Histórica,"Conoce al pueblo Yumbo, sus rutas de intercambio y el contexto arqueológico antes de visitar Tulipe y el Chocó Andino.",Cultura Yumbo y el Chocó Andino,cultura Yumbo Ecuador,Yumbo culture Ecuador,Chocó Andino Ecuador | noroccidente de Quito | experiencia guiada local,informational,independent_travelers_couples_families_small_groups,top_middle,Responder la pregunta principal sobre Cultura Yumbo y el Chocó Andino y llevar al visitante a la siguiente decisión correcta.,"Solicitud calificada, conversación por WhatsApp o derivación intencional al sitio hermano",TBD_CAT_PRODUCT_MAP,not_applicable,Conocer la historia regional,Planificar una visita cultural,/es/sitio-arqueologico-tulipe/ | /es/gastronomia-y-cultura-choco-andino/ | /es/tours/,,Article | FAQPage | WebPage | BreadcrumbList,guide,cultural_guide,page_view | scroll_50 | cta_click | internal_link_click | whatsapp_click,Cultura Yumbo y el Chocó Andino,Reserva de Biósfera del Chocó Andino de Pichincha | Pichincha | Ecuador,¿Qué debe saber un viajero antes de elegir Cultura Yumbo y el Chocó Andino?,¿Qué es esta experiencia o lugar? | ¿Para quién es adecuada? | ¿Cuánto tiempo se necesita? | ¿Qué se debe confirmar antes de visitar?,Chocó Andino de Pichincha | noroccidente de Quito | Pichincha | Ecuador,"Imagen auténtica de paisaje, productor, comunidad o cultura con permiso; evitar fotos genéricas y promesas de fauna.",UNESCO socioeconomic profile; Quito Turismo Tulipe evidence,Mantener el enfoque en el Chocó Andino amplio; dirigir actividades puntuales de Mindo y aviturismo especializado a sitios hermanos.,900,1450,yes,0.6,quarterly,index_follow,planned,yes,EN/ES parity | self-canonical | reciprocal hreflang | x-default EN | unique title/meta/H1 | valid schema | mobile QA | CTA/event QA | no price unless confirmed,Require careful source citation and expert review for historical claims.
